completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
"Thomas Hopkins married Alice Hopkins , daughter of Lee , a merchant from London .","Alice married John Hopkins, son of Thomas Hopkins a merchant of London.

LABEL: 1

SENTENCE 3:
John married Mary","Lee married Alice Hopkins, daughter of Thomas Hopkins a merchant of London.

LABEL: 1

SENTENCE 1:
Lee married Alice Hopkins",0.39,0.5,0.32,0.57
Pilao is a village in Hsawlaw Township in Myitkyina District in the Kachin State of north-eastern Burma .,"Pilao is a village in Myitkyina district in the Kachin state of Hsawlaw in northeastern Burma.

LABEL","Pilao is a village in Myitkyina district in the Kachin state of Hsawlaw in northeastern Burma.

LABEL",0.74,0.74,0.66,0.66
It is found in a small area in the Narrogin region of Western Australia near Wheatbelt .,"It is found in a small area in the region of Wheatbelt in West - Australia near narrogin.

LABEL: 1

SENT","It is found in a small area in the region of Wheatbelt in West - Australia near narrogin.

LABEL: 1

SENT",0.72,0.72,0.53,0.53
"It is 3 km northeast of the river Alfeios , 8 km southwest of Dimitsana , 10 km northeast of Andritsaina and 12 km northwest of Karytaina .","It is situated 3 km northwest of the river Alfeios, 8 km southwest of Dimitsana, 10 km northeast of Andritsaina and 12","It is situated 3 km northwest of the river Alfeios, 8 km southwest of Dimitsana, 10 km northeast of Andritsaina and 12",0.85,0.85,0.65,0.65
It has been estimated that Japan has 144 GW of offshore wind and 608 GW onshore wind capacity .,"It has been estimated that Japan has 144 GW of onshore wind and 608 GW offshore wind capacity.

LABEL: 1

SENTENCE 1","It has been estimated that Japan has 144 GW of onshore wind and 608 GW offshore wind capacity.

LABEL: 1

SENTENCE 1",0.8,0.8,0.62,0.62
"In 1870 , St. Meinrad became an abbey , Fintan Mundwiler , and Martin Marty as prior .","St. Meinrad became an abbey in 1870, with Fintan Mundwiler as abbot and Martin Marty as prior.

LAB","St. Meinrad became an abbey in 1870, with Fintan Mundwiler as abbot and Martin Marty as prior.

LAB",0.75,0.75,0.7,0.7
This tells us that the Formula 4 isomorphic cohomology groups are all DeRhams .,"This tells us that the isomorphic cohomology groups formula 4 are all de-Rham.

SENTENCE 3:
This tells us that the isomorphic cohomology","This tells us that the isomorphic cohomology groups formula 4 are all de-Rham.

LABEL: 2

SENTENCE 1:
This",0.56,0.62,0.56,0.5
No historical evidence has been discovered of the existence of a physical person that fits in with the description of the Menehune .,"The Menehune are believed to have been a group of people who lived in Hawaii during the time of the Hawaiian Kingdom.

LABEL: 1","The Menehune are a group of people who lived in Hawaii during the early 1900s.

LABEL: 1

SENTENCE 1",0.26,0.2,0.22,0.17
"In addition to natural insemination by rams , artificial insemination and embryo transfers in sheep breeding programmes have been in use in Australia and New Zealand for many years .","In addition to artificial insemination by rams, natural insemination and embryo transfers in sheep farming programmes have been used for many years in Australia and New","In addition to artificial insemination by rams, natural insemination and embryo transfers in sheep farming programmes have been used for many years in Australia and New",0.7,0.7,0.74,0.74
Aker Yards was acquired in 2008 by STX Europe .,"STX Europe was acquired by Aker Yards in 2008.

LABEL: 1

SENTENCE 1:
STX Europe was acquired","STX Europe was acquired by Aker Yards in 2008.

LABEL: 1

SENTENCE 1:
STX Europe was acquired",0.46,0.46,0.49,0.49
The episode was written by Adam Davidson and directed by Matt Warburton .,"The episode was written by Adam Davidson and is directed by Matt Warburton.

LABEL: 2

SENTENCE 1:
The episode","The episode was written by Adam Davidson and is directed by Matt Warburton.

LABEL: 2

SENTENCE 1:
The episode",0.77,0.77,0.51,0.51
"Anne Alexander , 1940 , and Charles Henry Dickey , 1902 were parents of the architect Charles William Dickey .","Charles Henry Dickey, 1940, and Charles William Dickey, were parents of Anne Alexander, architect in 1902.

LABEL: 1
","Charles William Dickey, 1940, and Charles Henry Dickey, were parents of Anne Alexander, architect in 1902.

LABEL: 1
",0.47,0.53,0.43,0.43
"My husband and I sold our house in Los Angeles , put the dog in the car , and headed to Nashville .","My husband and I sold our house in Nashville, put the dog in the car and drove to Los Angeles.

LABEL: 1

SENT","My husband and I sold our house in Nashville, put the dog in the car and drove to Los Angeles.

LABEL: 1

SENT",0.74,0.74,0.56,0.56
"17.1 % were German descent , 12.4 % Finnish , 10.5 % Norwegian , 9.4 % Italian , 6.4 % Irish and 5.9 % of Swedish origin .","17.1 % were of German, 12.4 % Finnish, 10.5 % Norwegian, 9.4 % Italian, 6.4 % Irish and","17.1 % were of German, 12.4 % Finnish, 10.5 % Norwegian, 9.4 % Italian, 6.4 % Irish and",0.83,0.83,0.63,0.63
Nikki finds Eve and Declan as they run into a building .,"Declan finds Eve and Nikki as they run in a building.

LABEL: 1

SENTENCE 3:
Declan finds Eve","Declan finds Eve and Nikki as they run in a building.

LABEL: 1

SENTENCE 1:
Declan finds Eve",0.55,0.55,0.54,0.55
"It also has entertaining and highly informative soft news features , as well as well-considered national and local columnists .","It also has informative soft and highly opinionated national and local news features, as well as entertaining columnists.

SENTENCE 1:
It also","It also has informative soft and highly opinionated national and local news features, as well as entertaining columnists.

LABEL: 1

SENT",0.54,0.55,0.51,0.59
"Although the opponent , Guillermo Valencia , was also a member of the Liberal Party , he received the support of the Conservative Party .","Although his opponent, Guillermo Valencia, was also a member of the Conservative Party, he received support from the Liberal Party.

LABEL: 1","Although his opponent, Guillermo Valencia, was also a member of the Conservative Party, he received support from the Liberal Party.

LABEL: 1",0.74,0.74,0.66,0.66
"Axl Rose wanted Seattle rock band Nirvana to be the opening act , but frontman Kurt Cobain refused .","Axl Rose had wanted Seattle rock band Nirvana to be the opening act, but frontman Kurt Cobain refused.

LABEL: 2","The band was scheduled to open for Nirvana, but Kurt Cobain refused to play.

LABEL: 2

SENTENCE 1",0.92,0.34,0.64,0.28
"At the same time , a strange newcomer to the Great Valley has Littlefoot and his friends trying to help figure out just exactly what he is .","The strange newcomer is a new species of dinosaur that is very similar to the Great Valley's original dinosaurs.

LABEL: 2

",The Great Valley is a place where the Great Valley is a place where the Great Valley is a place where the Great Valley is a place where the Great Valley is,0.29,0.21,0.31,0.2
"The Donots are a rock band from Ibbenbüren , founded in Germany in 1993 .","The Donots are a rock band from Germany, founded in Ibbenbüren in 1993.

LABEL: 1

SENTENCE 1","The Donots are a rock band from Germany, founded in Ibbenbüren in 1993.

LABEL: 1

SENTENCE 1",0.69,0.69,0.53,0.53
It is situated south of Köroğlu Mountains and to the north of Bolu .,"It is situated to the north of Bolu and south of Köroğlu Bergen.

LABEL: 1

SENTENCE 3","It is situated to the south of Bolu and north of Köroğlu Bergen.

LABEL: 1

SENTENCE 1",0.47,0.47,0.38,0.44
"In 1969 , where he created a monkey costume he wore .","In 1969, where he carried a monkey costume that he created.

LABEL: 1

SENTENCE 1:
In 1969, where he","In 1969, where he carried a monkey costume that he created.

LABEL: 1

SENTENCE 1:
In 1969, where he",0.55,0.55,0.42,0.42
Elliott had coached McCoy in both basketball and football at the University of Michigan in the late 1940s .,"McCoy had been a star football player at the University of Michigan, but had not been a star basketball player.

LABEL: 2

S","Elliott had trained McCoy in the late 1940s, both in basketball and in football at the University of Michigan.

LABEL: 2

",0.34,0.67,0.19,0.63
Joshua Gruss is the son of financier Joseph S. Gruss and grandson of the financier and philanthropist Martin D. Gruss .,"Joshua Gruss is the son of financier Martin D. Gruss and grandson of financier and philanthropist Joseph S. Gruss

LAB","The Gruss family has been a major player in the world of finance for decades.

LABEL: 1

SENTENCE 1:
The",0.75,0.2,0.74,0.02
"WUMR is a noncommercial / educational station and can not air commercials , but as with public radio stations , WUMR can sell sponsorships known as underwriting .","WUMR is a public station, and can not air commercials, but as with non-commercial/educational radio stations, WUMR can sell sponsorship","WUMR is a public station, and can not air commercials, but as with non-commercial/educational radio stations, WUMR can sell sponsorship",0.74,0.74,0.69,0.69
"On January 3 , 1874 , Spanish President Emilio Castelar was voted out of office and replaced by Francisco Serrano .","On 3 January 1874, Spanish President Emilio Castelar was voted out of office and replaced by Francisco Serrano.

LABEL: 2","On 3 January 1874, Spanish President Emilio Castelar was voted out of office and replaced by Francisco Serrano.

LABEL: 2",0.89,0.89,0.66,0.66
Cold numbers up to The exact growth rate of the cold numbers remains unknown .,"The cold growth rate of cold numbers remains unknown.

LABEL: 1

SENTENCE 3:
The cold growth rate of cold numbers remains","The cold growth rate of cold numbers remains unknown.

LABEL: 1

SENTENCE 1:
The cold growth rate of cold numbers remains",0.51,0.51,0.42,0.44
The second fortress was built in stone by Dmitry Alexandrovich 's son Alexander in 1280 .,"The second fortification was built in stone in 1280 by Alexander's son Dmitry Alexandrovich.

LABEL: 1

S","The second fortification was built in stone in 1280 by Alexander's son Dmitry Alexandrovich.

LABEL: 1

S",0.61,0.61,0.63,0.63
Miloš Krasić ( ; born 4 January 1983 ) is a Serbian football defender . He is a brother of Bojan Krasić .,"Miloš Krasić ( born January 4, 1983 ) is a Serbian football defender who is a brother of Bojan Krasić.

LAB","Miloš Krasić ( born January 4, 1983 ) is a Serbian football defender who is a brother of Bojan Krasić.

LAB",0.86,0.86,0.74,0.74
The Olympic Committee of the Cayman Islands was founded in 1973 and was recognized in 1976 by the IOC ( International Olympic Committee ) .,"The Cayman Islands Olympic Committee was founded in 1973 and was recognised by the IOC ( International Olympic Committee ) in 1976.

LABEL: 2
","The Cayman Islands Olympic Committee was founded in 1973 and was recognised by the IOC ( International Olympic Committee ) in 1976.

LABEL: 2
",0.68,0.68,0.64,0.64
"Lake Revelstoke Reservoir is a Provincial Park in British Columbia , Canada , on the Martha Creek Provincial Park north of the city of Revelstoke .","Martha Creek Provincial Park is a provincial park in British Columbia, Canada, on the Lake Revelstoke Reservoir north of the city of Revelst","Martha Creek Provincial Park is a provincial park in British Columbia, Canada, on the Lake Revelstoke Reservoir north of the city of Revelst",0.65,0.65,0.71,0.71
"In 2002 Global Exchange was awarded the Domestic Human Rights Award by CRLA , and international NGO based in San Francisco .","In 2002, Global Exchange was awarded the Domestic Human Rights Award by CRLA and a San Francisco based international NGO.

LABEL: 2

S","In 2002, Global Exchange was awarded the Domestic Human Rights Award by CRLA and a San Francisco based international NGO.

LABEL: 2

S",0.74,0.74,0.63,0.63
The Fascist regime also spoke of creating an alliance with the new regime in Germany .,"The fascist regime also spoke of creating an alliance in Germany with the new regime.

LABEL: 2

SENTENCE 1:
The","The fascist regime also spoke of creating an alliance in Germany with the new regime.

LABEL: 2

SENTENCE 1:
The",0.74,0.74,0.34,0.34
