completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
Fred and Alice were not enough for the cold in Alaska.,"Fred and Alice had very warm down coats, but they were not enough for the cold in Alaska.

LABEL: 1

SENTENCE 3","Fred and Alice had very warm down coats, but they were not enough for the cold in Alaska.

LABEL: 1

SENTENCE 3",0.67,0.67,0.46,0.46
Thomson had been travelling for five years.,"Thomson visited Cooper's grave in 1765. At that date he had been travelling for five years.

LABEL: 2

SENTENCE","Thomson visited Cooper's grave in 1765. At that date he had been travelling for five years.

LABEL: 2

SENTENCE",0.52,0.52,0.3,0.3
The man lifted the boy onto the man's bunk bed.,"The man lifted the boy onto his bunk bed.

LABEL: 1

SENTENCE 3:
The man lifted the boy onto his bunk","The man lifted the boy onto his bunk bed.

LABEL: 1

SENTENCE 3:
The man lifted the boy onto his bunk",0.56,0.56,0.6,0.6
"Dan took the rear seat while Bill claimed the front because Dan's ""Dibs!"" was slow.","Dan took the rear seat while Bill claimed the front because his ""Dibs!"" was slow.

LABEL: 2

SENTENCE 3","Dan took the rear seat while Bill claimed the front because his ""Dibs!"" was slow.

LABEL: 2

SENTENCE 3",0.8,0.8,0.59,0.59
The woman held the girl against the girl's will.,"The woman held the girl against her will.

LABEL: 2

SENTENCE 3:
The woman held the girl against her will.","The woman held the girl against her will.

LABEL: 2

SENTENCE 3:
The woman held the girl against her will.",0.6,0.6,0.68,0.68
The pen got full of coffee.,"I couldn't find a spoon, so I tried using a pen to stir my coffee. But that turned out to be a bad idea, because it got full","I couldn't find a spoon, so I tried using a pen to stir my coffee. But that turned out to be a bad idea, because it got full",0.17,0.17,0.5,0.5
It was a major influence on Shakespeare's writing.,"This book introduced Shakespeare to Goethe; it was a major influence on his writing.

LABEL: 1

SENTENCE 3:
This","This book introduced Shakespeare to Goethe; it was a major influence on his writing.

LABEL: 1

SENTENCE 3:
This",0.5,0.5,0.34,0.34
Ollie's legs ached.,"As Ollie carried Tommy up the long winding steps, his legs ached.

LABEL: 2

SENTENCE 3:
As","As Ollie carried Tommy up the long winding steps, his legs ached.

LABEL: 2

SENTENCE 3:
As",0.29,0.29,0.29,0.29
Dr. Adams had retired and presented several options for future treatment.,"Dr. Adams informed Kate that she had retired and presented several options for future treatment.

LABEL: 2

SENTENCE 3:
Dr","Dr. Adams informed Kate that she had retired and presented several options for future treatment.

LABEL: 2

SENTENCE 3:
Dr",0.71,0.71,0.36,0.36
The bottle was full.,"I poured water from the cup into the bottle until it was full.

LABEL: 1

SENTENCE 3:
I poured water from","I poured water from the bottle into the cup until it was full.

LABEL: 1

SENTENCE 3:
I poured water from",0.32,0.32,0.34,0.34
"The train was short, so it worked out.","I had to catch the train at 4:30, so I had to be at the station at 4:00. Luckily, it was short, so it","I had to catch the train at 4:30, so I had to be at the station at 4:00. Luckily, it was short, so it",0.35,0.35,0.41,0.41
The shepherds ended up looking more like dogs.,"Sam tried to paint a picture of shepherds with sheep, but they ended up looking more like dogs.

LABEL: 1

SENT","Sam tried to paint a picture of shepherds with sheep, but they ended up looking more like dogs.

LABEL: 1

SENT",0.48,0.48,0.41,0.41
Alice was behaving so strangely.,"Alice tried frantically to stop her daughter from barking at the party, leaving us to wonder why she was behaving so strangely.

LABEL: 1

","Alice tried frantically to stop her daughter from barking at the party, leaving us to wonder why she was behaving so strangely.

LABEL: 1

",0.34,0.34,0.38,0.38
Emma's place had been taken by an excellent woman as governess.,"Emma's mother had died long ago, and her place had been taken by an excellent woman as governess.

LABEL: 1

S","Emma's mother had died long ago, and her place had been taken by an excellent woman as governess.

LABEL: 1

S",0.71,0.71,0.61,0.61
She has had the piece since she was a child.,"Mary took out her flute and played one of her favorite pieces. She has had it since she was a child.

LABEL: 1

","Mary took out her flute and played one of her favorite pieces. She has had it since she was a child.

LABEL: 1

",0.48,0.48,0.49,0.49
Tom reached the top of the stairs.,"Tom threw his schoolbag down to Ray after he reached the top of the stairs.

LABEL: 2

SENTENCE 3:
Tom","Tom threw his schoolbag down to Ray after he reached the top of the stairs.

LABEL: 2

SENTENCE 3:
Tom",0.52,0.52,0.35,0.35
The captain and all Mr. Singer's crew had best stay in the cabin until the work was over.,"Mark was close to Mr. Singer's heels. He heard him calling for the captain, promising him, in the jargon everyone talked that night, that not one","

SENTENCE 2:
Mark was close to Mr. Singer's heels. He heard him calling for the captain, promising him, in the jargon",0.22,0.24,0.21,0.26
Terpsichore was easier to pronounce.,"The actress used to be named Terpsichore, but she changed it to Tina a few years ago, because she figured it was easier to pronounce.
","The actress used to be named Terpsichore, but she changed it to Tina a few years ago, because she figured it was easier to pronounce.
",0.33,0.33,0.54,0.54
Fred was a remarkable man.,"Fred is the only man still alive who remembers my great-grandfather. He was a remarkable man.

LABEL: 1

SENTENCE","Fred is the only man still alive who remembers my great-grandfather. He was a remarkable man.

LABEL: 1

SENTENCE",0.4,0.4,0.38,0.38
The detective received the final report on the case.,"Joe paid the detective after he received the final report on the case.

LABEL: 1

SENTENCE 3:
Joe paid the detective","Joe paid the detective after he received the final report on the case.

LABEL: 1

SENTENCE 3:
Joe paid the detective",0.6,0.6,0.54,0.54
Lucy had studied so hard.,"Anna did a lot worse than her good friend Lucy on the test because she had studied so hard.

LABEL: 2

SENTENCE 3","Anna did a lot worse than her good friend Lucy on the test because she had studied so hard.

LABEL: 2

SENTENCE 3",0.36,0.36,0.33,0.33
Mark's work was beautiful.,"Every day after dinner Mr. Schmidt took a long nap. Mark would let him sleep for an hour, then wake him up, scold him, and get","Every day after dinner Mr. Schmidt took a long nap. Mark would let him sleep for an hour, then wake him up, scold him, and get",0.06,0.06,0.19,0.19
Paul wasn't available.,"Paul called George and asked him to come over to the house.

LABEL: 1

SENTENCE 3:
George came over to the","Paul tried to call George on the phone, but he wasn't available.

LABEL: 1

SENTENCE 3:
Paul tried to",0.08,0.33,0.25,0.3
"Lily spoke to Donna, breaking Donna's silence.","Lily spoke to Donna, breaking her silence.

LABEL: 1

SENTENCE 3:
Lily spoke to Donna, breaking her","Lily spoke to Donna, breaking her silence.

LABEL: 1

SENTENCE 3:
Lily spoke to Donna, breaking her",0.48,0.48,0.52,0.52
It did not seem possible that the sun had ever been swept by the winds and snows of that hard winter.,The Dakota prairie lay so warm and bright under the shining sun that it did not seem possible that it had ever been swept by the winds and snows of,The Dakota prairie lay so warm and bright under the shining sun that it did not seem possible that it had ever been swept by the winds and snows of,0.63,0.63,0.51,0.51
We punished the younger students.,"The older students were bullying the younger ones, so we punished them.

LABEL: 1

SENTENCE 3:
The older students were","The older students were bullying the younger ones, so we punished them.

LABEL: 1

SENTENCE 3:
The older students were",0.32,0.32,0.29,0.29
People are popular because Paul writes so well.,"Paul's books are popular because he writes so well.

LABEL: 1

SENTENCE 3:
Paul's books are popular because he","Many people start to read Paul's books and can't put them down. They are popular because Paul writes so well.

LABEL: 1

",0.41,0.5,0.44,0.53
The toaster Tom had bought from him didn't work.,"Tom was upset with Frank because the toaster he had bought from him didn't work.

LABEL: 1

SENTENCE 3:
","Frank was upset with Tom because the toaster he had bought from him didn't work.

LABEL: 1

SENTENCE 3:
",0.6,0.6,0.5,0.49
I can't see around the pillar.,"The pillar is between me and the stage, and I can't see it.

LABEL: 1

SENTENCE 3:
The pillar","I can't see the pillar between me and the stage, and I can't see it.

LABEL: 1

SENTENCE 3:",0.44,0.43,0.41,0.34
Ann had forgotten.,"Ann asked Mary what time the library closes, but she had forgotten.

LABEL: 1

SENTENCE 3:
Ann asked Mary what","Ann asked Mary what time the library closes, but she had forgotten.

LABEL: 1

SENTENCE 3:
Ann asked Mary what",0.26,0.26,0.28,0.28
John hired himself out to Bill to take care of Bill.,"John hired himself out to Bill to take care of him.

LABEL: 2

SENTENCE 3:
John hired himself out to Bill","John hired himself out to Bill to take care of him.

LABEL: 2

SENTENCE 3:
John hired himself out to Bill",0.69,0.69,0.61,0.61
Dad subtracted that amount from the man's wages.,Then Dad figured out how much the man owed the store; to that he added the man's board-bill at the cook-shanty. He subtracted,Then Dad figured out how much the man owed the store; to that he added the man's board-bill at the cook-shanty. He subtracted,0.29,0.29,0.38,0.38
The scientists began two years ago.,"The scientists are studying three species of fish that have recently been found living in the Indian Ocean. They began two years ago.

LABEL: 2
","The scientists are studying three species of fish that have recently been found living in the Indian Ocean. They began two years ago.

LABEL: 2
",0.39,0.39,0.38,0.38
Emma's mother's education had been managed by an excellent woman as governess.,"Emma's mother had died long ago, and her education had been managed by an excellent woman as governess.

LABEL: 1

S","Emma's mother had died long ago, and her education had been managed by an excellent woman as governess.

LABEL: 1

S",0.72,0.72,0.61,0.61
Mark couldn't understand him.,"Mark explained his theory to Sid but he couldn't understand him.

LABEL: 2

SENTENCE 3:
Sid explained his theory","Mark explained his theory to Sid but he couldn't understand him.

LABEL: 2

SENTENCE 3:
Sid explained his theory",0.4,0.4,0.54,0.54
"He had to be the life and soul of a dinner party, with the life and soul there all the time.","I sat there feeling rather like a chappie I'd once read about in a book, who murdered another cove and hid the body under the dining-room","I sat there feeling rather like a chappie I'd once read about in a book, who murdered another cove and hid the body under the dining-room",0.12,0.12,0.25,0.25
Jim was so upset.,"Jim comforted Kevin because he was so upset.

LABEL: 1

SENTENCE 3:
Jim comforted Kevin because he was so","Jim comforted Kevin because he was so upset.

LABEL: 1

SENTENCE 3:
Jim comforted Kevin because he was so",0.35,0.35,0.51,0.51
Even one thread uncut will leave the hole too small.,"It is not easy to space buttonholes exactly the same distance apart, and it is very difficult to cut them precisely the right size. The tiniest slip","It is not easy to space buttonholes exactly the same distance apart, and it is very difficult to cut them precisely the right size. The tiniest slip",0.05,0.05,0.25,0.25
John hired himself out to Bill to take care of John.,"John hired himself out to Bill to take care of him.

LABEL: 1

SENTENCE 3:
John hired himself out to Bill","John hired himself out to Bill to take care of him.

LABEL: 1

SENTENCE 3:
John hired himself out to Bill",0.69,0.69,0.63,0.63
Billy is so tall.,"John couldn't see the stage with Billy in front of him because he is so tall.

LABEL: 2

SENTENCE 3:
","John couldn't see the stage with Billy in front of him because he is so tall.

LABEL: 2

SENTENCE 3:
",0.32,0.32,0.27,0.27
"Patting the girl's back, the woman smiled at the girl.","The woman smiled at the girl.

LABEL: 2

SENTENCE 3:
The woman smiled at the girl.

LABEL","Patting her back, the woman smiled at the girl.

LABEL: 2

SENTENCE 3:
Patting her back, the",0.57,0.57,0.47,0.47
