completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
A raven haired woman is seen by the crowd holding a white opened umbrella.,"A young dark-haired woman with red sun visor holding an open white umbrella amidst a crowd of people

LABEL: 1

SENTENCE","A young dark-haired woman with red sun visor holding an open white umbrella amidst a crowd of people

LABEL: 1

SENTENCE",0.33,0.33,0.41,0.41
The dark haired girl is making a scene amoungst the crowd for hitting people with her umbrella.,"A young dark-haired woman with red sun visor holding an open white umbrella amidst a crowd of people

LABEL: 1

SENTENCE","A young dark-haired woman with red sun visor holding an open white umbrella amidst a crowd of people

LABEL: 3

SENTENCE",0.26,0.26,0.37,0.38
A group of people are water skiing.,"The red-uniform player is running down the court, white-uniform player with ball-in-hand.

LABEL: 3

SENT","The red-uniform player is running down the court, white-uniform player with ball-in-hand.

SENTENCE 1:
The red",0.0,0.0,0.16,0.21
A group of people are playing basketball.,"The red-uniform player is running down the court, white-uniform player with ball-in-hand.

LABEL: 1

SENT","Two basketball players on opposing teams, one in white, the other in red, are mid-game, white-uniform player with ball-in-hand.",0.0,0.07,0.16,0.28
People are busy.,"A group of people are outside working.

LABEL: 1

SENTENCE 1:
A group of people are outside working.

","A group of people are outside working.

LABEL: 1

SENTENCE 1:
A group of people are outside working.

",0.19,0.19,0.63,0.63
A group of children are swimming outside.,"A group of people are outside working.

LABEL: 2

SENTENCE 3:
A group of people are outside working.

","A group of people are outside working.

LABEL: 2

SENTENCE 1:
A group of people are outside working.

",0.4,0.4,0.5,0.54
A woman is talking.,"A woman sitting with a guitar talking to a man sitting with an umbrella.

LABEL: 1

SENTENCE 1:
A woman sitting","A man sitting with a guitar talking to a woman sitting with a guitar.

LABEL: 1

SENTENCE 1:
A woman sitting",0.24,0.16,0.25,0.3
A man is jogging.,"A woman sitting with a guitar talking to a man sitting with an umbrella.

LABEL: 1

SENTENCE 3:
A woman sitting","A man sitting with a guitar talking to a woman sitting with a guitar.

LABEL: 3

SENTENCE 3:
A man sitting",0.16,0.16,0.22,0.28
A red bus backing up into a spot,"There's a red bus making a left turn into a traffic circle that has a sprinkler system.

LABEL: 1

SENTENCE","There's a red bus making a left turn into a traffic circle that has a sprinkler system.

SENTENCE 1:
There's a",0.34,0.32,0.31,0.31
A red bus at a bus stop,"There's a red bus making a left turn into a traffic circle that has a sprinkler system.

LABEL: 1

SENTENCE","There's a red bus making a left turn into a traffic circle that has a sprinkler system.

SENTENCE 1:
There's a",0.29,0.27,0.2,0.26
A red bus making a turn,"There's a red bus making a left turn into a traffic circle that has a sprinkler system.

LABEL: 1

SENTENCE","There's a red bus making a left turn into a traffic circle that has a sprinkler system.

LABEL: 1

SENTENCE",0.44,0.44,0.23,0.23
It is nighttime.,"Two men are loading bales of wheat on top of a high structure on a cloudy day.

LABEL: 2

SENTENCE 3","Two men are loading bales of wheat on top of a high structure on a cloudy day.

LABEL: 3

SENTENCE 3",0.0,0.0,0.11,0.17
There are clouds in the sky.,"Two men are loading bales of wheat on top of a high structure on a cloudy day.

LABEL: 1

SENTENCE 1","Two men are loading bales of wheat on top of a high structure on a cloudy day.

LABEL: 1

SENTENCE 1",0.07,0.07,0.18,0.18
People are rallying.,"People protesting age discrimination in an organized street rally.

LABEL: 1

SENTENCE 3:
People protesting age discrimination in an organized street","People protesting age discrimination in an organized street rally.

LABEL: 1

SENTENCE 1:
People protesting age discrimination in an organized street",0.08,0.08,0.47,0.48
People are standing in a street.,"People protesting age discrimination in an organized street rally.

LABEL: 1

SENTENCE 3:
People protesting age discrimination in an organized street","People protesting age discrimination in an organized street rally.

LABEL: 1

SENTENCE 1:
People protesting age discrimination in an organized street",0.22,0.22,0.47,0.49
People are inside watching tv.,"People protesting age discrimination in an organized street rally.

SENTENCE 1:
People protesting age discrimination in an organized street rally.

SENT","People protesting age discrimination in an organized street rally.

SENTENCE 1:
People protesting age discrimination in an organized street rally.

SENT",0.08,0.08,0.61,0.61
the old lady looks into the mirror at the makeup table,"A younger woman is looking at herself in the mirror at a table with cosmetics.

LABEL: 1

SENTENCE 3:
A","A young woman is looking at herself in the mirror at a table with cosmetics.

LABEL: 1

SENTENCE 1:
A",0.26,0.26,0.33,0.38
the old lady plays tennis with a dog,"An older woman is looking at herself in the mirror at a table with cosmetics.

LABEL: 2

SENTENCE 3:
An","A young woman is looking at herself in the mirror at a table with cosmetics.

LABEL: 3

SENTENCE 3:
A",0.14,0.21,0.15,0.16
A woman in an apron is cooking spaghetti.,"A woman in a blue apron is holding a container of ice cream.

LABEL: 2

SENTENCE 3:
A woman in","A woman in a blue apron is holding a container of ice cream.

LABEL: 3

SENTENCE 3:
A woman in",0.36,0.36,0.2,0.22
two men sit in the water on boards,"a man wearing a t-shirt runs down the beach, with several other people in the background.

LABEL: 3

SENTENCE 3","a man in a suit and tie is walking down the street.

LABEL: 3

SENTENCE 3:
a man in a suit",0.14,0.14,0.15,0.31
a number of young people run on a beach,"a man wearing a t-shirt runs down the beach, with several other people in the background.

LABEL: 1

SENTENCE 3","a man in a suit and tie is walking down the street.

LABEL: 1

SENTENCE 1:
a man in a suit",0.2,0.13,0.24,0.24
the singer is sleeping,"A male singer, dressed in a long purple pea coat, holding an electric guitar, singing into a microphone, while a male in sunglasses and wearing headphones","A male singer, dressed in a long purple pea coat, holding an electric guitar, singing into a microphone, while a male in sunglasses and wearing headphones",0.07,0.07,0.26,0.26
a singer in a pea coat,"A male singer, dressed in a long purple pea coat, holding an electric guitar, singing into a microphone, while a male in sunglasses and wearing headphones","A male singer, dressed in a long purple pea coat, holding an electric guitar, singing into a microphone, while a male in sunglasses and wearing headphones",0.38,0.38,0.39,0.39
A man is hugging the woman,"A man and a woman are in a restaurant. The man is angry and chokes the woman.

LABEL: 3

SENTENCE 3","A man is choking a woman who sticks out her tongue.

LABEL: 3

SENTENCE 3:
A man is choking",0.37,0.32,0.37,0.36
A man chokes a woman,"A man and a woman are in a car. The man is angry. The woman sticks out her tongue.

LABEL: 1

SENT","A man is choking a woman who sticks out her tongue.

LABEL: 1

SENTENCE 1:
A man is choking",0.3,0.33,0.34,0.42
A girl in a wheelchair.,"A girl in a hat steers her electric wheelchair.

LABEL: 1

SENTENCE 1:
A girl in a hat steers","A girl in a hat steers her electric wheelchair.

LABEL: 1

SENTENCE 1:
A girl in a hat steers",0.42,0.42,0.45,0.45
A girl is running outside.,"A girl in a hat steers her electric wheelchair.

LABEL: 2

SENTENCE 3:
A girl in a hat steers","A girl in a hat steers her electric wheelchair.

LABEL: 3

SENTENCE 3:
A girl in a hat steers",0.17,0.17,0.3,0.33
The man is laying in the street.,"A man in a business suit has just crossed the street.

LABEL: 2

SENTENCE 3:
A man in a business suit","A man in a business suit has just crossed the street.

LABEL: 2

SENTENCE 1:
A man in a business suit",0.29,0.29,0.46,0.46
"An older man, probably a blacksmith, is welding a tool, seen by the red hot scorching look of it.","A young man, likely a blacksmith, is welding a tool, seen by the red hot scorching look of it.

LABEL: 1
","A young man, likely a blacksmith, is welding a tool, seen by the red hot scorching look of it.

LABEL: 1
",0.8,0.8,0.69,0.69
A probable blacksmith is welding a tool.,"A young man, likely a blacksmith, is welding a tool, seen by the red hot scorching look of it.

LABEL: 1
","A young man, likely a blacksmith, is welding a tool, seen by the red hot scorching look of it.

LABEL: 1
",0.43,0.43,0.45,0.45
A farmer is milking the cow.,"A young man, likely a blacksmith, is welding a tool, seen by the red hot scorching look of it.

LABEL: 3
","A young man, likely a blacksmith, is welding a tool, seen by the red hot scorching look of it.

LABEL: 3
",0.22,0.22,0.19,0.19
Two men display a sign to the camera.,"A man in a red shirt and a man in a brown shirt smiling at the camera and holding up a sign.

LABEL: 1

S","A man in a red shirt and a man in a brown shirt smiling at the camera and holding up a sign.

LABEL: 1

S",0.18,0.18,0.31,0.31
Two men are throwing rocks at policemen.,"A man in a red shirt and a man in a brown shirt smiling at the camera and holding up a sign.

LABEL: 2

S","A man in a red shirt and a man in a brown shirt smiling at the camera and holding up a sign.

LABEL: 3

S",0.06,0.06,0.16,0.16
A man is hitting a golf ball.,"A man in a white shirt and gray slack hitting a golf ball on a golf course, with trees and power lines in the background.

LABEL:","A man in a white shirt and gray slack hitting a golf ball on a golf course, with trees and power lines in the background.

LABEL:",0.36,0.36,0.34,0.34
The man is playing tennis.,"A man in a white shirt and gray slack hitting a golf ball on a golf course, with trees and power lines in the background.

LABEL:","A man in a white shirt and gray slack hitting a golf ball on a golf course, with trees and power lines in the background.

SENTENCE",0.06,0.06,0.18,0.16
A woman is smoking a cigarette.,"A man in green pants and blue shirt pushing a cart.

LABEL: 1

SENTENCE 3:
A man in green pants and","A man in green pants and blue shirt pushing a cart.

LABEL: 3

SENTENCE 3:
A man in green pants and",0.15,0.15,0.25,0.27
There is a man wearing cloths.,"A man in green pants and blue shirt pushing a cart.

LABEL: 1

SENTENCE 1:
A man in green pants and","A man in green pants and blue shirt pushing a cart.

LABEL: 1

SENTENCE 1:
A man in green pants and",0.15,0.15,0.33,0.33
A person is outside near some water.,"A man wearing a black jacket stands next to a body of water.

LABEL: 1

SENTENCE 1:
A man wearing a","A man wearing a black jacket stands next to a body of water.

LABEL: 1

SENTENCE 1:
A man wearing a",0.14,0.14,0.3,0.3
The man is swimming in the water.,"A man wearing a black jacket stands next to a body of water.

LABEL: 2

SENTENCE 3:
A man wearing a","A man wearing a black jacket stands next to a body of water.

LABEL: 3

SENTENCE 3:
A man wearing a",0.14,0.14,0.29,0.3
A dog can jump.,"A dog jumps over a pile of wood.

LABEL: 1

SENTENCE 1:
A dog jumps over a pile of wood.","A dog jumps over a pile of wood.

LABEL: 1

SENTENCE 1:
A dog jumps over a pile of wood.",0.17,0.17,0.65,0.65
A dog rests on a pile of wood.,"A dog jumps over a pile of wood.

LABEL: 1

SENTENCE 3:
A dog jumps over a pile of wood.","A dog jumps over a pile of wood.

LABEL: 3

SENTENCE 3:
A dog jumps over a pile of wood.",0.43,0.43,0.67,0.68
The men are playing field hockey.,"Two guys playing soccer, one in red and the other in blue.

LABEL: 1

SENTENCE 3:
Two guys playing soccer","The red guy is playing soccer.

LABEL: 1

SENTENCE 1:
The red guy is playing soccer.

LABEL",0.15,0.17,0.38,0.53
The men are playing soccer.,"Two guys playing soccer, one in red and the other in blue.

LABEL: 1

SENTENCE 1:
Two guys playing soccer","Two guys playing soccer, one in red and the other in blue.

LABEL: 1

SENTENCE 1:
Two guys playing soccer",0.24,0.24,0.47,0.47
There is a group of boys standing around looking at a sports car.,"A well dressed elderly woman standing in front of a bus decorated with images of purple flowers.

LABEL: 3

SENTENCE 3:
","A well dressed elderly woman standing in front of a bus decorated with images of purple flowers.

SENTENCE 1:
A well dressed elderly woman standing",0.18,0.16,0.12,0.34
A woman is standing in front of a well decorated bus.,"A well dressed elderly woman standing in front of a bus decorated with images of purple flowers.

LABEL: 1

SENTENCE 3:
","A well dressed elderly woman standing in front of a bus decorated with images of purple flowers.

LABEL: 1

SENTENCE 1:
",0.5,0.5,0.33,0.35
The woman hits a ball.,"A tennis player in a pink outfit serves the ball to her opponent.

LABEL: 1

SENTENCE 1:
A tennis player in","A tennis player in a pink outfit serves the ball to her opponent.

LABEL: 1

SENTENCE 1:
A tennis player in",0.15,0.15,0.23,0.23
A naked man offers his balls to the police officer.,"The tennis player in a pink outfit serves the ball to her opponent.

LABEL: 1

SENTENCE 3:
The tennis player in","The tennis player in a pink outfit serves the ball to her opponent.

SENTENCE 1:
A tennis player in a pink outfit serves the ball",0.19,0.17,0.21,0.48
A girl is riding in a toy car.,"Big girl riding in play car.

LABEL: 1

SENTENCE 1:
Small girl riding in play car.

LABEL","Big girl riding in play car.

LABEL: 1

SENTENCE 1:
Small girl riding in play car.

LABEL",0.32,0.32,0.47,0.47
A young boy sits in a lawn chair.,"Small girl riding in play car.

LABEL: 2

SENTENCE 3:
Small girl riding in play car.

LABEL","Small girl riding in play car.

LABEL: 3

SENTENCE 3:
Small girl riding in play car.

LABEL",0.08,0.08,0.43,0.45
A woman is at the laundromat.,"A young man standing outside a laundromat.

LABEL: 2

SENTENCE 3:
A young man standing outside a la","A young man standing outside a laundromat.

LABEL: 3

SENTENCE 3:
A young man standing outside a la",0.17,0.17,0.4,0.42
