completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
The Gemini 8 mission was launched in the first month of 1966.,"In 1966, Armstrong was selected as the lunar module pilot for the Apollo 11 mission.

LABEL: 3

SENTENCE 1:
In","
The label for this task is provided in the file `labels.txt`.

The file `labels.txt` contains the following line:

",0.19,0.19,0.06,0.3
There is a hunt for a missing New York woman named Claudia Lawrence.,"ical way.

SENTENCE 2:
The hotel staff member who raised the alarm said: ""I was shocked when I heard the man say that"," had not contacted them since.

SENTENCE 2:
Concerns have been raised that potential leads in the hunt for missing York woman Claudia",0.0,0.34,0.02,0.28
San Carlos Battalion put a grenade in a car.,"On 12 August, the San Carlos Battalion came across mines placed in their path and one soldier was killed while two were seriously injured. Meanwhile on 10 August, urban","SENTENCE 2:
On 12 August, the San Carlos Battalion came across mines placed in their path and one soldier was killed while two were seriously injured.",0.21,0.23,0.29,0.35
Lupse gives away small prizes every other show.," not on camera, I'm on the phone. I'm always on the phone. I'm always on the phone. I'm always on the phone. I","I love my job,"" she says. ""I love the people I work with. I love the fact that I can be myself. I love the fact that",0.0,0.0,0.2,0.14
The Amazon is the third largest rainforest in the world,"The Amazon basin is the largest stretch of rain forest left on Earth.

LABEL: 3

SENTENCE 3:
The Amazon basin is",":
The Amazon basin is the largest riverine sea in the world.

SENTENCE 1:
Besides producing this riverine sea, the del",0.39,0.53,0.39,0.29
The Istanbul UFO Museum was opened to the public in the year prior to 2004.," public.

SENTENCE 2:
The UFO was seen by many people in the Bahçelievler district of Yenibosna in",".

SENTENCE 2:
On Wednesday night people in the Bahçelievler district of Yenibosna in Istanbul, Turkey,",0.3,0.13,0.15,0.08
The Beetle launch the largest car company in the world. ,"The Beetle has achieved an unbelievable cult status across the world, not least because its creation marked the launch of what has since become the largest car company in","The Beetle has achieved an unbelievable cult status across the world, not least because its creation marked the launch of what has since become the largest car company in",0.41,0.41,0.51,0.51
"article 15, paragraph 3 concerns the settlement of disputes.","The government of Ecuador makes a reservation with regard to article 15, paragraph 2, relating to the settlement of disputes.

SENTENCE 1:
Ex","
The government of Ecuador reserves the right to settle disputes with the government of the United States of America through diplomatic channels.

LABEL: 3

",0.44,0.18,0.29,0.37
Princess Diana's funeral was within the same month as her death.,"The funeral of Diana, Princess of Wales, was attended by a large number of people, including the Queen and Prince Philip, the Duke of Edinburgh.

","Diana, Princess of Wales died on Sunday, 31 August 1997 following a car crash in Paris. There was widespread public mourning at the death of this popular figure",0.16,0.2,0.43,0.5
COPREFA  had many casualties.,"The rebels also suffered casualties in the clashes, the committee said.

LABEL: 3

SENTENCE 1:
The Armed Forces Press Committee","The Armed Forces Press Committee (COPREFA) admitted that the government troops sustained 11 casualties in these clashes, adding that they inflicted three casualties on the rebels.",0.08,0.13,0.25,0.38
Tropical Storm Arthur is as weak as it can get.," resort town of Tulum.

SENTENCE 2:
The 2008 Atlantic hurricane season got off to an early start today when a tropical storm formed off"," in the eastern Caribbean Sea, and is expected to move into the Gulf of Mexico on Sunday.

SENTENCE 2:
Tropical Storm Arthur is",0.12,0.24,0.22,0.2
Fruit and vegetable diets ensure you will not get a chronic disease.,"The results of numerous epidemiological studies and recent clinical trials provide consistent evidence that diets rich in fruits and vegetables can reduce the risk of chronic disease.

SENT","The results of numerous epidemiological studies and recent clinical trials provide consistent evidence that diets rich in fruits and vegetables can reduce the risk of chronic disease.

LABEL",0.2,0.2,0.42,0.39
Michael Bloomberg is govenor.," it a good idea? I don't know.""

SENTENCE 2:
The Freedom Tower, which is being built in Lower Manhattan, will be"," a business standpoint, should do that.""

SENTENCE 2:
The Freedom Tower is a skyscraper in New York City.

",0.08,0.09,0.05,0.17
The winner of the election lost the popular vote,"The centre-left candidate, who is also a former European Commission president, will face off against Prime Minister Silvio Berlusconi in next year","
SENTENCE 2:
The centre-left candidate, who is also the leader of the centre-left Democratic Party, will face off against the leader",0.06,0.25,0.19,0.25
Items dating more than 40 centuries old from King Tut's tomb are currently on display in a museum in Germany.," tomb has been revealed by a CT scan, and the image is strikingly similar to the bust of Nefertiti that has been on display in Berlin's"," and DNA analysis of mummified fetuses from the tomb of King Tutankhamun.

SENTENCE 2:
King Tut Tomb F",0.17,0.21,0.22,0.13
the answer has to clearly show french text-speak,"The authority said it would be ""unfair"" to penalize students for using text-speak, which is a form of shorthand that is popular among","New Zealand's Qualifications Authority said Friday that it still strongly discourages students from using anything other than full English, but that credit will be given if the answer",0.24,0.11,0.23,0.23
Ryan was a pilot for Ryanair until 2002.,"air until 2000, when he left to become the CEO of Aer Lingus.

SENTENCE 2:
In 1986 he became the head of London"," a director of Ryanair.

SENTENCE 2:
In 1986 he became the head of London European Airways, a business in which Ryanair",0.06,0.14,0.21,0.37
Bill McInerney was Larrence Kings father.,"  McInerney's body was found with a gunshot wound to the head, Baroni said.  The death was ruled a suicide.  Mc"," friend who had gone to check on him, said Ventura County Sheriff's Sgt. Mike Lassig.

SENTENCE 2:
The father",0.15,0.08,0.16,0.15
The Aurora Borealis coating is 50 years old. ,"The Aurora Borealis is a coating applied to crystal stones to produce a ""rainbow of colors"" effect.

LABEL: 3

S","In 1955, the Aurora Borealis, a coating applied to crystal stones to produce a ""rainbow of colors"" effect was introduced.

### Example",0.29,0.28,0.28,0.36
Verizon Communications will be purchased for 6.75 billion by MCI.,"MCI said it would thoroughly analyze a revised $8 billion bid by Qwest Communications International Inc.

LABEL: 3

SENTENCE 1","Long-distance telephone company MCI Inc., on Friday, touted its $6.75 billion deal to be bought by Verizon Communications Inc., but said it",0.13,0.23,0.14,0.33
The most remote possibility is the number that comes before the number two,"The Christian Democrats, the FDP and the Greens are the only parties that could form a coalition.

LABEL: 3

SENTENCE 1","The third, and most remote possibility, was considered to be a so-called Jamaican coalition, again based on the party colours, between the Christian Democrats,",0.18,0.32,0.16,0.28
Herod was a member of the Hasmonean Dynasty.," 2:
The Roman Empire was a vast empire that stretched from Britain to Egypt and from Spain to the Middle East.  The Roman Empire was ruled by a"," into the Roman Empire.

SENTENCE 2:
When the last member of the Hasmonean Dynasty died in 37 B.C.,",0.17,0.37,0.16,0.22
South Dakota had bagpipes returned to it this past summer.,"The shirt was returned to the state by the Scottish Society of South Dakota, which had been given the shirt by the Sioux tribe.

LABEL:","The shirt was returned to South Dakota this past summer by a Scottish man who had been given it by a Sioux Indian.

LABEL: 2
",0.17,0.29,0.34,0.38
Congress was entirely responsible for the passing of the legislation," do, but it will be a major step forward.""

SENTENCE 2:
""This is a major milestone on our road to recovery, and"," work that needs to be done.""

SENTENCE 2:
""This is a major milestone on our road to recovery, and I want to thank",0.0,0.0,0.16,0.15
Erma made Linda Johnson realize that she needs to gather her disaster supplies,"Johnson said she has a small first-aid kit, a flashlight, a battery-powered radio, a can of gasoline, a few cans of food and","
Linda Johnson, who lives with her husband, Charles, and two cats in a rented one-bedroom apartment in San Francisco's Mission District, said",0.11,0.16,0.19,0.21
Leftist guerrillas attacked the government and military facility early Tuesday in San Salvador.  ,"The attack, which left at least one person dead and several wounded, was the latest in a series of guerrilla attacks in the capital.

LABEL","The attack occurred in the upscale neighborhood of San Antonio, where many of the country's top military and government officials live.

LABEL: 2
",0.16,0.16,0.12,0.23
The IPO was due to unforeseen issues,"Google Inc. is delaying its IPO by a week because of logistical problems related to institutional investors registering to bid on the shares.

SENTENCE","Google Inc. is delaying its IPO by a week because of logistical problems related to institutional investors registering to bid on the shares.

SENTENCE",0.13,0.13,0.29,0.29
Adolf Hitler poisoned himself then shot himself in the mouth just like Mussolini. ,"Hitler was executed by a firing squad in the courtyard of the Flossenbürg concentration camp.

LABEL: 3

SENT",":
When Adolf Hitler heard of how Mussolini was executed and put on public display, he vowed he would not let this happen to him. Hitler",0.19,0.16,0.14,0.35
the crimes happened in the rust belt," were found in the same house.

SENTENCE 2:
The gunman was a white male in his late 20s or early 30s."," people were killed in the first shooting, which happened at a home in Samson. The gunman then drove to a nearby petrol station, where he shot at",0.14,0.24,0.21,0.19
"After a 15-month trial, a jury found former Peruvian President Alberto Fujimori guilty of two death-squad killings of 25 people during the conflict with guerrillas in the 1990s."," Amnesty International said the sentence was ""a victory for justice"".

SENTENCE 2:
The former Peruvian President Alberto Fujimori",", Fujimori, who was in court, said he was innocent and would appeal.

SENTENCE 2:
Former Peruvian President Alber",0.25,0.12,0.28,0.18
Judith Miller has accepted jail time instead of revealing information.,"The US government has been accused of leaking the name of a CIA agent to the press.

LABEL: 1

SENTENCE 1:
","Earlier this year reporter Judith Miller was jailed for refusing to name the US-government source who identified a member of the US Central Intelligence Agency (CIA),",0.13,0.16,0.17,0.45
