completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
A(n) beneficial relationship exists when a certain type of tree’s roots need a fungus present in order to grow normally.,"The roots of many trees create a symbiotic (mutually beneficial) relationship with an orange-colored sponge-like fungus called mycorrhiza.

","The roots of many trees create a symbiotic (mutually beneficial) relationship with an orange-colored sponge-like fungus called mycorrhiza.

",0.19,0.19,0.58,0.58
Genes are composed of dna.,"The maps are composed largely of genes identified by recombinant DNA probes in Southern blotting assays.

SENTENCE 1:
The maps are composed largely of genes","The maps are composed largely of genes identified by recombinant DNA probes in Southern blotting assays.

LABEL: neutral

SENTENCE 1:
The",0.27,0.31,0.48,0.16
All cells share the characteristic that they need energy.,"If this energy shortage is real, then we all need to share the burden.

LABEL: positive

SENTENCE 1:
If this","If this energy shortage is real, then we all need to share the burden.

LABEL: positive

SENTENCE 1:
If this",0.21,0.21,0.22,0.22
Oxygen and nitrogen make up most of the earth's atmosphere.,"The Earth's atmosphere is mostly made up of nitrogen gas (N 2 78%), oxygen gas (O 2 21%, and other components.

LABEL:","The Earth's atmosphere is mostly made up of nitrogen gas (N 2 78%), oxygen gas (O 2 21%, and other components.

LABEL:",0.24,0.24,0.56,0.56
A calorie is used to express the amount of energy in food.,"Calories are a measure of energy, and used to measure how much energy foods have.

LABEL: is a measure of energy, and used to","The calories in a food are measured in kilocalories.

LABEL: entails

SENTENCE 1:
The calories in a food are",0.28,0.26,0.45,0.34
"In a comparison of metals to nonmetals, metals tend to have greater conductivity and higher melting points than nonmetals.","Metalloids have properties of metals and nonmetals.

LABEL: positive

SENTENCE 3:
Metals are the most reactive","Metalloids are compounds that have properties of both metals and nonmetals.

LABEL: metal

SENTENCE 1:
Metals",0.23,0.23,0.32,0.33
One example of matter is water.,"Another example of chaos is a car accident.

LABEL: positive

SENTENCE 3:
A third example of chaos is a tornado.","The faucet is dripping.

LABEL: positive

SENTENCE 1:
The faucet is dripping.

LABEL",0.23,0.11,0.31,0.39
One example of matter is water.,"For example, mix one spoon of sugar into a glass of water.

LABEL: positive

SENTENCE 1:
For example, mix","For example, mix one spoon of sugar into a glass of water.

LABEL: positive

SENTENCE 1:
For example, mix",0.24,0.24,0.24,0.24
A cell wall is found in a plant cell but not in an animal cell.,"Animal cells have a cell wall that is made of cellulose.

LABEL: entails

SENTENCE 3:
Animal cells have a cell wall","The cell walls of animal cells are made of a protein called cellulose.

LABEL: entails

SENTENCE 1:
The cell walls of",0.33,0.17,0.31,0.18
Most hormones are produced by the endocrine system.,"All hormones in the human body are produced by endocrine, or ductless glands.

LABEL: is

SENTENCE 3:
All hormones","The endocrine system is a system of glands that produce hormones.

LABEL: entails

SENTENCE 1:
The endocrine system is a system",0.37,0.28,0.26,0.33
Biomass is an example of a renewable energy resource.,"Biomass energy is a renewable resource.

LABEL: positive

SENTENCE 1:
Biomass energy is a renewable resource.","Biomass energy is a renewable resource.

LABEL: positive

SENTENCE 1:
Biomass energy is a non-renew",0.48,0.4,0.67,0.43
Carbon (c) is essential to living organisms because carbon bonds in many ways with itself to form chains.,"In the polymerization, the carbon-carbon pi bond (in the vinyl group) is broken and a new carbon-carbon single (sigma) bond is formed,","In the polymerization, the carbon-carbon pi bond (in the vinyl group) is broken and a new carbon-carbon single (sigma) bond is formed,",0.14,0.14,0.3,0.3
Oxygen and nitrogen make up most of the earth's atmosphere.,"And nitrogen and oxygen make up 60% and 30% respectively of the Earth's atmosphere.

SENTENCE 1:
And nitrogen and oxygen make up","The Earth's atmosphere is made up of nitrogen and oxygen.

LABEL: entails

SENTENCE 1:
The Earth's atmosphere is made",0.53,0.37,0.48,0.33
One example of matter is water.,"For example, one can obtain a PDB file for water ( water.

LABEL: neutral

SENTENCE 1:
For example,","For example, one can obtain a PDB file for water ( water.

LABEL: neutral

SENTENCE 1:
For example,",0.17,0.17,0.25,0.25
Venus has a warmer average surface temperature than earth.,"is the temperature of Venus' surface.

LABEL: positive

SENTENCE 3:
is the temperature of Venus' surface.

","is the temperature of Venus' surface.

LABEL: positive

SENTENCE 1:
is the temperature of Venus' surface.

",0.24,0.24,0.42,0.44
Photosynthesis occurs in the chloroplast.,"Plants have chloroplasts;

LABEL: entails

SENTENCE 3:
Plants have chloroplasts;

LABEL","Chloroplasts in plant cells perform photosynthesis;

LABEL: entails

SENTENCE 1:
Chloroplasts in plant cells",0.0,0.21,0.38,0.38
One of the properties of an air mass is that an air mass has similar temperature and moisture properties throughout it.,"Attempt to explain the relationship between temperature, moisture, and origin of air masses.

LABEL: positive

SENTENCE 3:
Attempt to","The relationship between temperature, moisture, and origin of air masses is not clear.

SENTENCE 1:
The relationship between temperature, moisture, and",0.15,0.29,0.25,0.39
"2 hydrogen, 1 oxygen atoms combine to make up a molecule of water.","One oxygen atom combines with two hydrogen atoms to form a water molecule.

LABEL: entails

SENTENCE 1:
One oxygen atom combines","One oxygen atom combines with two hydrogen atoms to form a water molecule.

LABEL: entails

SENTENCE 1:
One oxygen atom combines",0.29,0.29,0.46,0.46
A calorie is used to express the amount of energy in food.,"Each of these foods contributes protein, which is a unit of energy.

LABEL: entails

SENTENCE 1:
Each of these foods","Each of these foods contributes calories, which are units of energy.

LABEL: entails

SENTENCE 1:
Each of these foods contributes",0.19,0.12,0.25,0.32
Environmental changes is most responsible for the extinction of most species of plants and animals that have lived on earth.,"The use of fossil fuels is responsible for the increase in greenhouse gases, which are responsible for global warming.

LABEL: positive

SENTENCE","The use of fossil fuels is the main cause of global warming.

LABEL: positive

SENTENCE 1:
The use of fossil fuels",0.19,0.2,0.12,0.34
Environmental changes is most responsible for the extinction of most species of plants and animals that have lived on earth.,"The extinction of the dinosaurs was caused by a global cooling event that occurred about 66 million years ago.

LABEL: is

SENTENCE","The extinction of the dinosaurs was caused by a global cooling event that occurred about 66 million years ago.

LABEL: entails

SENTENCE",0.19,0.19,0.13,0.13
One example of matter is water.,"The South American water hyacinth is one example.

SENTENCE 1:
The South American water hyacinth is one example.

","The South American water hyacinth is one example.

LABEL: positive

SENTENCE 1:
The South American water hyacinth",0.25,0.26,0.63,0.47
A primary role of decomposers in an ecosystem is that they cycle matter by returning carbon and other matter to the ecosystem.,"Models of carbon flux in tropical ecosystems with emphasis on the role in the global carbon cycle.

LABEL: positive

SENTENCE 3:
","The carbon cycle is a dynamic process that involves the exchange of carbon between the atmosphere, oceans, and land.

LABEL: neutral

SENT",0.14,0.18,0.15,0.09
A primary role of decomposers in an ecosystem is that they cycle matter by returning carbon and other matter to the ecosystem.,"8.5 how the carbon cycle is a major source of atmospheric CO2.

LABEL: neutral

SENTENCE 3:
8.","8.5 how the carbon cycle is affected by the presence of organic matter in the ecosystem.

LABEL: neutral

SENTENCE 3:",0.1,0.23,0.18,0.18
One of the properties of an air mass is that an air mass has similar temperature and moisture properties throughout it.,"The air mass was very dry.

LABEL: positive

SENTENCE 1:
The air mass was very moist.

LABEL","The air mass was very dry.

LABEL: dry

SENTENCE 1:
The air mass was very moist.

LABEL",0.26,0.26,0.41,0.46
"In a comparison of metals to nonmetals, metals tend to have greater conductivity and higher melting points than nonmetals.","Metal-nonmetal transitions 3.

LABEL: metal

SENTENCE 3:
Metal-nonmetal transitions 4.

","Metal-nonmetal transitions 3.

LABEL: metal

SENTENCE 1:
Metal-nonmetal transitions 4.

",0.0,0.0,0.36,0.35
"2 hydrogen, 1 oxygen atoms combine to make up a molecule of water.","When 2 atoms of hydrogen chemically bond to 1 atom of oxygen, a molecule of water is formed.

LABEL: is

SENTENCE 3","When 2 atoms of hydrogen chemically bond to 1 atom of oxygen, a molecule of water is formed.

LABEL: entails

SENTENCE 1",0.46,0.46,0.39,0.38
All cells share the characteristic that they need energy.,"For example, all cells share functions  such as obtaining and using energy, responding to the environment, and reproducing.

SENTENCE 1:
For","For example, all cells share functions  such as obtaining and using energy, responding to the environment, and reproducing.

SENTENCE 1:
For",0.27,0.27,0.24,0.24
The endocrine system produces most of the hormones that regulate body functions.,"The endocrine system is a complex network of glands and hormones that regulates many of the body's functions, including growth, development and maturation, as well as the way","The endocrine system is a complex network of glands and hormones that regulates many of the body's functions, including growth, development and maturation, as well as the way",0.39,0.39,0.46,0.46
Elements on the periodic table of the elements are classified into categories such as metals and nonmetals.,"Classify an element as either a metal or a nonmetal (or an inert gas) from its position on the periodic table.

LABEL: entails","Classify an element as either a metal or a nonmetal (or an inert gas) from its position on the periodic table.

LABEL: entails",0.2,0.2,0.38,0.38
