completion,generated_general_completion,generated_guided_completion,rouge_score_for_general_completion,rouge_score_for_guided_completion,bleurt_score_for_general_completion,bleurt_score_for_guided_completion
The woman held the girl against the girl's will.,"The woman was the girl's mother.

LABEL: 2

SENTENCE 1:
The woman held the girl against her will.
","The woman held the girl against her will.

LABEL: 1

SENTENCE 1:
The woman held the girl against her will.",0.48,0.6,0.54,0.69
The pen got full of coffee.,"I tried using a spoon, but it was too big.

LABEL: 2

SENTENCE 3:
I tried using a fork,","I couldn't find a spoon, so I tried using a pen to stir my coffee. But that turned out to be a bad idea, because it got full",0.0,0.17,0.32,0.5
It was a major influence on Shakespeare's writing.,"This book was a major influence on Goethe's writing.

LABEL: 1

SENTENCE 1:
This book introduced Shakespeare to Go","This book introduced Shakespeare to Goethe; it was a major influence on his writing.

LABEL: 1

SENTENCE 1:
This",0.48,0.5,0.39,0.36
Ollie's legs ached.,"Ollie was exhausted.

LABEL: 2

SENTENCE 1:
Ollie was exhausted.

LABEL: 3","As Ollie carried Tommy up the long winding steps, his legs ached.

LABEL: 2

SENTENCE 1:
As",0.12,0.29,0.5,0.3
Dr. Adams had retired and presented several options for future treatment.,"Kate was informed that she had been retired and that she had several options for future treatment.

LABEL: 2

SENTENCE 1:
","Dr. Adams informed Kate that she had retired and presented several options for future treatment.

LABEL: 2

SENTENCE 1:
Dr",0.5,0.71,0.42,0.35
The bottle was full.,"I poured water from the bottle into the cup until it was full.

LABEL: 1

SENTENCE 1:
I poured water from","I poured water from the bottle into the cup until it was full.

LABEL: 0

SENTENCE 1:
I poured water from",0.32,0.32,0.36,0.34
"The train was short, so it worked out.","I had to catch the train at 4:30, so I had to leave the meeting at 4:00.

LABEL: 1

S","My meeting started at 4:00 and I needed to catch the train at 4:30, so there wasn't much time. Luckily, it was short,",0.2,0.24,0.22,0.5
The shepherds ended up looking more like dogs.,"Sam tried to paint a picture of shepherds with sheep, but they ended up looking more like dogs.

LABEL: 1

SENT","Sam tried to paint a picture of shepherds with sheep, but they ended up looking more like dogs.

LABEL: 0

SENT",0.48,0.48,0.41,0.44
Alice was behaving so strangely.,"Alice was so embarrassed by her daughter's behavior that she left the party early.

LABEL: 1

SENTENCE 1:
Al","Alice tried frantically to stop her daughter from barking at the party, leaving us to wonder why she was behaving so strangely.

LABEL:",0.24,0.36,0.25,0.35
Emma's place had been taken by an excellent woman as governess.,"Emma was a very pretty girl, and her father was very fond of her.

LABEL: 1

SENTENCE 3:
Em","Emma's mother had died long ago, and her place had been taken by an excellent woman as governess.

LABEL: 1

S",0.06,0.71,0.26,0.61
She has had the piece since she was a child.,"Mary has had her flute since she was a child.

LABEL: 1

SENTENCE 1:
Mary took out her flute","Mary took out her flute and played one of her favorite pieces. She has had it since she was a child.

LABEL: 0

",0.48,0.48,0.53,0.48
Tom reached the top of the stairs.,"Tom threw his schoolbag down to Ray after he reached the top of the stairs.

LABEL: 2

SENTENCE 1:
Tom","Tom threw his schoolbag down to Ray after he reached the top of the stairs.

LABEL: 2

SENTENCE 1:
Tom",0.52,0.52,0.35,0.35
The captain and all Mr. Singer's crew had best stay in the cabin until the work was over.,"The captain and his crew were in the cabin.

LABEL: 1

SENTENCE 1:
Mark was close to Mr. Singer's","
The label for this instance is the string ""SENTENCE 2"".

EXAMPLE INSTANCE:

SENTENCE 1:
Mark",0.41,0.12,0.38,0.2
Terpsichore was easier to pronounce.,"Tina is a famous actress.

LABEL: 1

SENTENCE 1:
The actress used to be named Terpsichore,","Tina is a very famous actress, and she has been in many movies.

LABEL: 1

SENTENCE 1:
The actress",0.1,0.0,0.45,0.18
Fred was a remarkable man.,"Fred is the only man still alive who remembers my great-grandfather. He was a remarkable man.

LABEL: 1

SENTENCE","Fred is the only man still alive who remembers my great-grandfather. He was a remarkable man.

LABEL: 1

SENTENCE",0.4,0.4,0.38,0.38
The detective received the final report on the case.,"The detective received the final report on the case after Joe paid him.

LABEL: 1

SENTENCE 1:
Joe paid the detective","Joe paid the detective after he received the final report on the case.

LABEL: 1

SENTENCE 1:
Joe paid the detective",0.6,0.6,0.56,0.58
Lucy had studied so hard.,"Lucy did a lot better than her good friend Anna on the test because she had studied so hard.

LABEL: 2

SENTENCE","Anna did a lot worse than her good friend Lucy on the test because she had studied so hard.

LABEL: 1

SENTENCE 1",0.37,0.36,0.4,0.36
Mark's work was beautiful.,Mr. Schmidt was a very good man. He was a very good man. He was a very good man. He was a very good man. He was,"Every day after dinner Mr. Schmidt took a long nap. Mark would let him sleep for an hour, then wake him up, scold him, and get",0.06,0.06,0.3,0.19
Paul wasn't available.,"Paul called George on the phone, but he wasn't available.

LABEL: 1

SENTENCE 1:
Paul tried to call George","Paul tried to call George on the phone, but he wasn't available.

LABEL: 1

SENTENCE 1:
Paul tried to",0.33,0.33,0.55,0.31
"Lily spoke to Donna, breaking Donna's silence.","Donna was surprised by Lily's sudden outburst.

LABEL: 1

SENTENCE 1:
Lily spoke to Donna, breaking","Lily spoke to Donna, breaking her silence.

LABEL: 0

SENTENCE 1:
Lily spoke to Donna, breaking her",0.4,0.48,0.36,0.52
It did not seem possible that the sun had ever been swept by the winds and snows of that hard winter.,"The prairie was so warm and bright that it did not seem possible that it had ever been swept by the winds and snows of that hard winter.
",The Dakota prairie lay so warm and bright under the shining sun that it did not seem possible that it had ever been swept by the winds and snows of,0.78,0.63,0.62,0.51
We punished the younger students.,"We punished the older students because they were bullying the younger ones.

LABEL: 1

SENTENCE 1:
The older students were bullying","The older students were bullying the younger ones, so we punished them.

LABEL: 0

SENTENCE 1:
The older students were",0.38,0.32,0.52,0.3
People are popular because Paul writes so well.,"Paul is a very good writer.

LABEL: 1

SENTENCE 1:
Paul is a very good writer.

LABEL","Many people start to read Paul's books and can't put them down. They are popular because Paul writes so well.

LABEL: 1

",0.08,0.5,0.5,0.53
The toaster Tom had bought from him didn't work.,"Frank was upset with Tom because the toaster he had bought from him didn't work.

LABEL: 1

SENTENCE 1:
","Frank was upset with Tom because the toaster he had bought from him didn't work.

LABEL: 1

SENTENCE 1:
",0.6,0.6,0.49,0.49
I can't see around the pillar.,"There is a pillar between me and the stage, and I can't see it.

LABEL: 1

SENTENCE 1:
There","There is a pillar between me and the stage, and I can't see it.

LABEL: 0

SENTENCE 1:
There",0.3,0.3,0.29,0.29
Ann had forgotten.,"Mary said that the library closes at 10:00.

LABEL: 1

SENTENCE 1:
Ann asked Mary what time the library","Ann asked Mary what time the library closes, but she had forgotten.

LABEL: 1

SENTENCE 1:
Ann asked Mary what",0.09,0.26,0.35,0.29
John hired himself out to Bill to take care of Bill.,"Bill hired himself out to John to take care of him.

LABEL: 2

SENTENCE 1:
John hired himself out to Bill","John hired himself out to Bill to take care of him.

LABEL: 2

SENTENCE 1:
John hired himself out to Bill",0.56,0.69,0.53,0.62
Dad subtracted that amount from the man's wages.,"The man was paid the difference.

LABEL: 2

SENTENCE 1:
Then Dad figured out how much the man owed the store",Then Dad figured out how much the man owed the store; to that he added the man's board-bill at the cook-shanty. He subtracted,0.2,0.29,0.4,0.37
The scientists began two years ago.,"The scientists are studying three species of fish that have recently been found living in the Indian Ocean. They began two years ago.

LABEL: 2
","The scientists are studying three species of fish that have recently been found living in the Indian Ocean. They began two years ago.

LABEL: 2
",0.39,0.39,0.38,0.38
Emma's mother's education had been managed by an excellent woman as governess.,"Emma's mother had died long ago, and her education had been managed by an excellent woman as governess.

LABEL: 1

S","Emma's mother had died long ago, and her education had been managed by an excellent woman as governess.

LABEL: 0

S",0.72,0.72,0.61,0.6
Mark couldn't understand him.,"Mark was confused by Sid's theory.

LABEL: 2

SENTENCE 1:
Sid explained his theory to Mark but he couldn","Sid explained his theory to Mark but he couldn't understand him.

LABEL: 2

SENTENCE 1:
Sid explained his",0.16,0.42,0.41,0.41
"He had to be the life and soul of a dinner party, with the life and soul there all the time.","I was feeling rather like a chappie I'd once read about in a book, who murdered another cove and hid the body under the dining-room","I sat there feeling rather like a chap I'd once read about in a book, who murdered another chap and hid the body under the dining-room table,",0.12,0.12,0.26,0.33
Jim was so upset.,"Jim comforted Kevin because he was upset.

LABEL: 1

SENTENCE 1:
Jim comforted Kevin because he was upset.","Jim comforted Kevin because he was so upset.

LABEL: 1

SENTENCE 1:
Jim comforted Kevin because he was so",0.27,0.35,0.7,0.54
Even one thread uncut will leave the hole too small.,"The only way to do it is to cut the buttonholes first, and then sew them on.

LABEL: 2

SENTENCE 1","The only way to do it is to cut the buttonholes first, and then sew them on.

LABEL: 2

SENTENCE 1",0.06,0.06,0.18,0.18
John hired himself out to Bill to take care of John.,"Bill hired himself out to John to take care of him.

LABEL: 1

SENTENCE 1:
John hired himself out to Bill","John hired himself out to Bill to take care of him.

LABEL: 1

SENTENCE 1:
John hired himself out to Bill",0.56,0.69,0.57,0.64
Billy is so tall.,"John is so tall that he couldn't see the stage with Billy in front of him.

LABEL: 2

SENTENCE 1:
","John couldn't see the stage with Billy in front of him because he is so tall.

LABEL: 2

SENTENCE 1:
",0.24,0.32,0.23,0.27
"Patting the girl's back, the woman smiled at the girl.","The woman smiled at the girl.

LABEL: 2

SENTENCE 1:
Patting her back, the woman smiled at the girl","The woman smiled at the girl as she patted her back.

LABEL: 2

SENTENCE 1:
The woman smiled at the",0.6,0.52,0.66,0.45
I put the knife in the trash.,"I used an old rag to clean the knife, and then I put it in the trash.

LABEL: 1

SENTENCE 1:","I used an old rag to clean the knife, and then I put it in the trash.

LABEL: 0

SENTENCE 1:",0.43,0.43,0.39,0.39
I carried the newspaper in my backpack to keep the backpack dry.,"I carried the newspaper in my backpack to keep it dry.

LABEL: 1

SENTENCE 1:
I carried the newspaper in my","Since it was raining, I carried the newspaper in my backpack to keep it dry.

LABEL: 0

SENTENCE 1:
",0.61,0.65,0.49,0.5
The shelf wasn't level.,"The sculpture rolled off the shelf because it wasn't level.

LABEL: 2

SENTENCE 1:
The sculpture rolled off the shelf","The sculpture rolled off the shelf because it wasn't level.

LABEL: 1

SENTENCE 1:
The sculpture rolled off the shelf",0.38,0.38,0.61,0.62
Madonna couldn't stand her boyfriend.,"Madonna's boyfriend is a famous actor.

LABEL: 2

SENTENCE 3:
Madonna's boyfriend is a famous actor.","Madonna fired her trainer because she couldn't stand her boyfriend.

LABEL: 2

SENTENCE 1:
Madonna fired her trainer",0.17,0.48,0.54,0.61
Tatyana doubted if Tatyana slept.,"Tatyana was not sure whether she was asleep or awake.

LABEL: 1

SENTENCE 1:
Tatyana was not","Tatyana could not see her mother's face, but she could see her mother's hands. They were folded on her breast, and they were very white",0.18,0.06,0.39,0.34
Sam and Amy are fifteen.,"Sam and Amy are passionately in love, but Amy's parents are unhappy about it, because they are fifteen.

LABEL: 2

S","Sam and Amy are passionately in love, but Amy's parents are unhappy about it, because they are fifteen.

LABEL: 2

S",0.37,0.37,0.31,0.31
Father gave Timmy a sympathetic look.,"Father gave Timmy a sympathetic look.

LABEL: 1

SENTENCE 1:
When Tommy dropped his ice cream, Timmy gigg","When Tommy dropped his ice cream, Timmy giggled, so father gave him a sympathetic look.

LABEL: 1

SENTENCE 1",0.5,0.4,0.39,0.33
Pete should have been more skeptical.,"Pete included Mark's lies in his book.

LABEL: 2

SENTENCE 1:
Mark told Pete many lies about himself,","Mark told Pete many lies about himself, which Pete included in his book. He should have been more skeptical.

LABEL: 1

SENT",0.08,0.43,0.36,0.36
"Tom said ""Check"" to Ralph as he took Tom's bishop.","Ralph said ""Check"" to Tom as he took his bishop.

LABEL: 1

SENTENCE 1:
Tom said ""Check","Tom said ""Check"" to Ralph as he took his bishop.

LABEL: 0

SENTENCE 1:
Tom said ""Check""",0.5,0.64,0.52,0.62
